alpha,alpha_prime,beta,T,error_alpha,error_beta,GoF_alpha,GoF_beta
0.01719371058796743,5.10487377673869e-13,4.638724849902477e-10,60,-0.0011177507852457857,-0.0005551030348941582,0.9776449842950843,0.9888979393021169
0.0036203251516096465,6.081796776681211e-05,3.8761149691731885e-09,nan,0.000770063308991209,0.0034681846615375878,0.9900089691828319,0.9930636306769248
0.0023326595035337338,5.053880569260366e-05,1.2330403295832136e-09,nan,-0.0004750985928640983,-0.0013988529240483993,0.9899042165006207,0.9972022941519032
0.010919860898180193,0.0001700792078119376,3.515555997325643e-09,nan,0.0017911290600888252,0.0016047156111795302,0.993059362426415,0.9967905687776409
0.010727493166994817,0.00016368887577899755,5.380339317745586e-09,nan,-0.003056878309244393,-0.00084630981593381,0.9881545752767397,0.9983073803681324
0.014692236076891676,0.0006003130722224809,8.75228751011194e-09,nan,0.003528471396576749,0.0015059588233498067,0.986327148781156,0.9969880823533004
0.013486442996402583,0.00029679450917819545,7.9129612317192e-09,nan,-0.0017873041003886314,0.003479224042417184,0.993074184171852,0.9930415519151656
0.009794918573549834,0.00010512208824007036,1.8193448927277421e-09,nan,-0.0014549438005497795,0.0006145138321734245,0.9943620826468935,0.9987709723356532
0.009345007199615353,2.5329699127240784e-05,7.809931670171293e-09,nan,0.0013414505951779843,0.0012769212398003327,0.9948018696075401,0.9974461575203993
0.018305906552364706,0.0010021638123618672,1.9156721700555246e-07,nan,-0.0014602009021320583,0.0017758861781157487,0.9961280798711539,0.9970401897031405
0.009294085040661234,2.0990690556411598e-05,3.0250394782653306e-09,nan,0.002195731236367515,0.00253747291073686,0.991491526177486,0.9949250541785263
0.010365661677051108,0.0016303502352728394,1.6239652154526256,nan,-0.005812869797675813,-0.0014146850675618161,0.987603140167995,0.9982316436655477
0.01670307498822998,4.173004731518893e-09,8.616375783737996e-13,nan,-0.0011766444146732447,5.9830962039514324e-05,0.9764671117065351,0.9988033807592097
0.01763089705868385,1.944136068133121e-09,6.038705201150042e-12,nan,-0.0007316521715803326,-0.00048568451144639924,0.9853669565683933,0.990286309771072
0.016463079136053268,1.5218674444311352e-12,4.265620916579454e-09,nan,-0.0012069161334573586,-0.0002695130413726335,0.9758616773308528,0.9946097391725474
0.017150778237289624,2.759724217220798e-09,0.20293231813713475,nan,0.00032150240829742494,-8.785112218456098e-05,0.9935699518340515,0.9982429775563088
0.01690305964485585,6.405787243406233e-10,4.212522244293261e-11,nan,-8.992001643437497e-05,4.3930352266741135e-05,0.9982015996713125,0.9991213929546652
0.017251286561575048,2.0596313080052967e-10,6.304607626832381e-11,nan,0.0012210324494354996,0.00017961057198914027,0.97557935101129,0.9964077885602172
0.012227783483796086,2.9448022705229335e-05,1.399801602185402e-09,nan,-0.0019757346189452907,-0.0037879454206475316,0.9942651878000316,0.9924241091587049
0.012143176606401141,3.516187157152771e-05,1.5485240756881723e-09,nan,0.004860227324846922,0.004830805398760518,0.9858925937269613,0.990338389202479
0.019055661431114923,0.0008232204008946101,8.436480863288961e-09,nan,-0.0007781832752349338,0.006029023632856401,0.9986277686539103,0.9924637204589295
0.02468576437101102,0.0022233069385767757,6.683266698873554e-09,nan,0.003946754233335459,0.0027945026741140744,0.991157481448754,0.9965068716573574
0.007176887853353419,4.586062357214527e-05,2.0731992065912157e-11,nan,-0.003839411142495308,-0.0038369229580944575,0.9813556487368367,0.9923261540838111
0.023753652705891293,0.0009062856341055358,3.8115369522457875e-11,nan,-0.0010135021597619254,0.004176371775788168,0.9950783884373925,0.9916472564484237
0.007523660084279652,2.977735870411002e-05,1.0596284359457887e-09,nan,0.0027590796102231474,0.005631797429741681,0.9866017867045225,0.9887364051405166
0.007182786450112054,0.00021097317106740632,1.0148503898284436,nan,-0.002531350470217575,-0.0008827703095063422,0.9877076495362781,0.9982344593809873
0.011977896684795118,1.7091404433443898e-05,8.689142642824148e-10,nan,-0.0031040427840258733,0.0005372995133626768,0.9909901348812679,0.9989254009732746
0.011781203609386113,7.285351134929155e-05,4.805922930232699e-10,nan,-0.004223272558124824,-0.004957296804852351,0.9877414331065175,0.9900854063902953
0.011567585595725086,5.740291907994315e-06,3.01731348996244e-10,nan,-0.0021723639303639075,-0.0017973021031829628,0.9936944470926947,0.9964053957936341
0.01634879862676355,0.0010759083371620383,1.2179238364798521,nan,-0.006160135572660597,-0.0010609607282759947,0.9888896045211032,0.99823173211954
0.016055675867828925,0.0006214911107118685,1.2179234698293397,nan,-0.005578708257593545,-0.0010604198317943903,0.9899382644631484,0.998232633613676
0.002900440820348834,4.1199975141923405e-06,5.4417089745583835e-09,nan,-0.0003058971756537687,0.0002520706559995256,0.9938820564869246,0.9991597644800015
0.016726620326446243,1.3358519927427327e-10,5.629803112002727e-10,nan,0.00015500293011161403,-0.00021807818407088703,0.9968999413977677,0.9956384363185823
0.016721285066113867,2.1456078048550244e-12,7.284793200601744e-10,nan,-0.0005639855260288762,-0.000399083884172223,0.9887202894794225,0.9920183223165555
0.016889767205431873,2.0127034651183478e-13,2.919227281464819e-10,nan,0.0007642977567139386,0.00038641678458820744,0.9847140448657212,0.9922716643082359
0.016795825194005697,1.27121271069763e-10,5.371915665379568e-11,nan,-0.0009533873212672628,-0.00048407503195509183,0.9809322535746547,0.9903184993608982
0.016709433369025126,1.5418255739857894e-10,2.9198147359946406e-09,nan,0.0002293362555600975,-0.00031627979366094516,0.995413274888798,0.9936744041267811
0.016795403461061738,3.323306472450909e-09,6.2272446338784884e-09,nan,0.0014678417793356768,0.00031911335620067593,0.9706431644132865,0.9936177328759865
0.0030283205733711094,7.261540512522026e-06,6.312583892405846e-09,nan,-0.00023621721242705895,-0.0025672392555262658,0.9952756557514588,0.9914425358149125
0.0034015671101726313,2.3282504763449817e-05,5.343767479653879e-09,nan,-0.00039481028214005676,-0.0030842206671640726,0.9921037943571989,0.9897192644427865
0.016745521114846763,1.2045908673054598e-10,1.87860167585017e-11,nan,-7.888899909214153e-05,0.00027226158011436213,0.9984222200181572,0.9945547683977127
0.01745152284569403,9.137620977902315e-11,2.053486718917562e-10,nan,2.9626231430324168e-05,0.0006853117522775676,0.9994074753713935,0.9862937649544486
0.017263507420122243,3.9825584764637926e-10,6.204559472201548e-11,nan,7.330814940598174e-05,0.00034735721915016976,0.9985338370118804,0.9930528556169966
0.04744542078144878,0.0017160388707976818,4.439947022861651e-08,nan,-0.001635606786813515,-0.0034109471058220153,0.9966860074143908,0.9951272184202543
0.025107497225578347,0.0008143874064838142,4.937345209255657e-08,nan,-0.0006184524120367296,-0.009178936661142001,0.9987469107096992,0.9868872333412257
0.012353798299191603,9.926145714400857e-05,2.9497903622070046e-10,nan,-0.007555455058353866,-0.003030680697852395,0.9780693644635143,0.9939386386042952
0.009273492361063776,0.0005716075750555273,2.029323181369472,nan,-0.0038014906648233815,-0.0008785112218477886,0.9852693811504507,0.9982429775563044
0.011345948203653011,0.00031962485541459817,1.0934844237969805e-10,nan,-0.0010909681265358628,-0.001814802271070004,0.9957725437029419,0.99637039545786
0.009780280948764701,0.00010329780078509206,1.063299074665596e-09,nan,-0.00363844890389875,-0.005432906233334145,0.985901161220177,0.9891341875333317
0.027131870314906496,0.00027442677029434895,1.0761533422174636e-09,nan,-0.00297516128631492,-0.0011577155153212892,0.9962160524027941,0.9980704741411311
0.014570371257369687,0.0003126177022018839,7.535514421033171e-09,nan,-0.004541918558166325,-0.005641969709407446,0.9897197675921617,0.991940043272275
0.014344143892766987,0.0006234068764629847,1.1322906576756547e-08,nan,0.005256813357125467,0.00618180606003893,0.9881016662136218,0.9911688484856587
0.0098561232484651,4.417046346023752e-05,1.466671738678741e-09,nan,0.0030800199282250418,0.0032591636883193553,0.9880649013420824,0.9934816726233613
0.009002475885190564,2.397659590269915e-05,3.2781830001890725e-09,nan,0.007033655349133805,0.004191120869099729,0.9727445365697843,0.9916177582618005
0.020451736447241232,0.00033832684435274984,1.0271973949823509e-09,nan,-0.002664420747632512,-0.003522600244684093,0.9896753510593501,0.9929547995106318
0.016844995122225,2.236653199039419e-11,3.1225754958821937e-10,nan,-0.0006965743733196028,5.2067636555810926e-05,0.9860685125336079,0.9989586472688838
0.02742665551170877,0.0008157723091025878,8.378286546337311e-08,nan,0.002021934417251847,0.001286516951192418,0.9941450265596459,0.9981621186411537
0.01666141874493933,4.3440062867820186e-10,4.681607157145363e-10,nan,-0.0004723275022884277,0.00031066843579016096,0.9905534499542314,0.9937866312841968
0.016904992479061385,2.364531346587313e-09,3.39717989423713e-09,nan,0.0013085431413228932,0.0003706067738961927,0.9738291371735421,0.9925878645220761
0.016244199954605687,0.0008977794735395071,1.2179233462075454,nan,-0.00809033510624202,-0.0010601435877858334,0.985408304488289,0.998233094020357
0.016759305738557218,7.998618960462577e-05,1.4825949321069911e-09,nan,0.009308251441213167,0.005647190882863695,0.9832116755371785,0.9905880151952272
0.021115077205759773,0.0006457865145576095,1.366699746991253e-08,nan,0.0024985153492251833,-0.0022021623442890492,0.9954936878721996,0.9963297294261849
0.004281423600913366,0.00013771916698471893,1.2369313751464124e-09,nan,0.0002863988016675867,-0.00026535566297924973,0.998373503569643,0.9996683054212759
